Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No
2014.0,2017.0,7JD,Parole,White - Hispanic,45-54,Male,D Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No
2014.0,2017.0,NA,NA,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Other Violent,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,2JD,Parole,White - Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,Yes
2014.0,2017.0,3JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No
2014.0,2017.0,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Alcohol,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Robbery,No
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,2JD,Parole,White - Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,7JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Kidnap,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Traffic,No
2014.0,2017.0,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Violent,Sex,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No
2014.0,2017.0,7JD,Parole,Black - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,2JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Other Drug,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,45-54,Male,D Felony,Other,Other Criminal,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,C Felony,Other,Other Violent,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,Yes
2014.0,2017.0,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,45-54,Female,D Felony,Public Order,OWI,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No
2014.0,2017.0,3JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,45-54,Female,D Felony,Public Order,OWI,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,45-54,Male,D Felony,Other,Other Criminal,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2014.0,2017.0,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No
2014.0,2017.0,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Other,Other Criminal,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,45-54,Female,B Felony,Violent,Assault,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,45-54,Male,Special Sentence 2005,Violent,Sex,Yes
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,OWI,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Other,Other Criminal,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Violent,Murder/Manslaughter,No
2014.0,2017.0,NA,NA,N/A -,35-44,Male,D Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,B Felony,Violent,Other Violent,Yes
2014.0,2017.0,7JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Female,B Felony,Other,Other Criminal,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Female,D Felony,Property,Theft,No
2014.0,2017.0,3JD,Parole,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes
2014.0,2017.0,1JD,Parole,White - Hispanic,Under 25,Male,B Felony,Violent,Other Violent,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No
2014.0,2017.0,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,6JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes
2014.0,2017.0,5JD,Parole,Asian or Pacific Islander - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Murder/Manslaughter,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes
2014.0,2017.0,NA,NA,White - Hispanic,Under 25,Male,D Felony,Drug,Drug Possession,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No
2014.0,2017.0,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No
2014.0,2017.0,NA,NA,White - Hispanic,55 and Older,Male,Aggravated Misdemeanor,Drug,Drug Possession,No
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes
2014.0,2017.0,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes
2014.0,2017.0,6JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2014.0,2017.0,7JD,Parole,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,6JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Flight/Escape,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Flight/Escape,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2014.0,2017.0,8JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,8JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,8JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes
2014.0,2017.0,7JD,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Other,Other Criminal,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes
2014.0,2017.0,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No
2014.0,2017.0,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No
2014.0,2017.0,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No
2014.0,2017.0,7JD,Parole,White - Hispanic,Under 25,Male,C Felony,Property,Arson,Yes
2014.0,2017.0,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2014.0,2017.0,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2014.0,2017.0,NA,NA,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No
2014.0,2017.0,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
